t,x,dxdt,method
3.9999983,-0.28789,dx/dt = 2*t*cos(t*t),actual
4.0999985,-0.89212,dx/dt = 2*t*cos(t*t),actual
4.1999984,-0.93546,dx/dt = 2*t*cos(t*t),actual
4.2999983,-0.35187,dx/dt = 2*t*cos(t*t),actual
4.399998,0.48855,dx/dt = 2*t*cos(t*t),actual
4.499998,0.98552,dx/dt = 2*t*cos(t*t),actual
4.599998,0.73872,dx/dt = 2*t*cos(t*t),actual
4.699998,-0.09867,dx/dt = 2*t*cos(t*t),actual
4.799998,-0.86684,dx/dt = 2*t*cos(t*t),actual
4.8999977,-0.90130,dx/dt = 2*t*cos(t*t),actual
4.9999976,-0.13237,dx/dt = 2*t*cos(t*t),actual
5.0999975,0.76897,dx/dt = 2*t*cos(t*t),actual
5.1999974,0.94394,dx/dt = 2*t*cos(t*t),actual
5.2999973,0.18332,dx/dt = 2*t*cos(t*t),actual
5.399997,-0.77432,dx/dt = 2*t*cos(t*t),actual
5.499997,-0.91917,dx/dt = 2*t*cos(t*t),actual
5.599997,-0.05593,dx/dt = 2*t*cos(t*t),actual
5.699997,0.87913,dx/dt = 2*t*cos(t*t),actual
5.799997,0.79412,dx/dt = 2*t*cos(t*t),actual
5.8999968,-0.24977,dx/dt = 2*t*cos(t*t),actual
5.9999967,-0.99177,dx/dt = 2*t*cos(t*t),actual
0.0,0.00000,dx/dt = 2*t*cos(t*t),eulerian
0.1,0.00000,dx/dt = 2*t*cos(t*t),eulerian
0.2,0.02000,dx/dt = 2*t*cos(t*t),eulerian
0.3,0.05997,dx/dt = 2*t*cos(t*t),eulerian
0.4,0.11972,dx/dt = 2*t*cos(t*t),eulerian
0.5,0.19870,dx/dt = 2*t*cos(t*t),eulerian
0.6,0.29559,dx/dt = 2*t*cos(t*t),eulerian
0.70000005,0.40790,dx/dt = 2*t*cos(t*t),eulerian
0.8000001,0.53143,dx/dt = 2*t*cos(t*t),eulerian
0.9000001,0.65976,dx/dt = 2*t*cos(t*t),eulerian
1.0000001,0.78387,dx/dt = 2*t*cos(t*t),eulerian
1.1000001,0.89193,dx/dt = 2*t*cos(t*t),eulerian
1.2000002,0.96960,dx/dt = 2*t*cos(t*t),eulerian
1.3000002,1.00090,dx/dt = 2*t*cos(t*t),eulerian
1.4000002,0.96998,dx/dt = 2*t*cos(t*t),eulerian
1.5000002,0.86373,dx/dt = 2*t*cos(t*t),eulerian
1.6000003,0.67528,dx/dt = 2*t*cos(t*t),eulerian
1.7000003,0.40789,dx/dt = 2*t*cos(t*t),eulerian
1.8000003,0.07860,dx/dt = 2*t*cos(t*t),eulerian
1.9000003,-0.27966,dx/dt = 2*t*cos(t*t),eulerian
2.0000002,-0.61873,dx/dt = 2*t*cos(t*t),eulerian
2.1000001,-0.88019,dx/dt = 2*t*cos(t*t),eulerian
2.2,-1.00527,dx/dt = 2*t*cos(t*t),eulerian
2.3,-0.94927,dx/dt = 2*t*cos(t*t),eulerian
2.3999999,-0.69810,dx/dt = 2*t*cos(t*t),eulerian
2.4999998,-0.28231,dx/dt = 2*t*cos(t*t),eulerian
2.5999997,0.21742,dx/dt = 2*t*cos(t*t),eulerian
2.6999996,0.67942,dx/dt = 2*t*cos(t*t),eulerian
2.7999995,0.96808,dx/dt = 2*t*cos(t*t),eulerian
2.8999994,0.97591,dx/dt = 2*t*cos(t*t),eulerian
2.9999993,0.66978,dx/dt = 2*t*cos(t*t),eulerian
3.0999992,0.12311,dx/dt = 2*t*cos(t*t),eulerian
3.199999,-0.48629,dx/dt = 2*t*cos(t*t),eulerian
3.299999,-0.92514,dx/dt = 2*t*cos(t*t),eulerian
3.399999,-0.99470,dx/dt = 2*t*cos(t*t),eulerian
3.4999988,-0.63095,dx/dt = 2*t*cos(t*t),eulerian
3.5999987,0.03431,dx/dt = 2*t*cos(t*t),eulerian
3.6999986,0.69925,dx/dt = 2*t*cos(t*t),eulerian
3.7999985,1.01924,dx/dt = 2*t*cos(t*t),eulerian
3.8999984,0.79260,dx/dt = 2*t*cos(t*t),eulerian
3.9999983,0.10733,dx/dt = 2*t*cos(t*t),eulerian
4.0999985,-0.65880,dx/dt = 2*t*cos(t*t),eulerian
4.1999984,-1.02927,dx/dt = 2*t*cos(t*t),eulerian
4.2999983,-0.73240,dx/dt = 2*t*cos(t*t),eulerian
4.399998,0.07260,dx/dt = 2*t*cos(t*t),eulerian
4.499998,0.84043,dx/dt = 2*t*cos(t*t),eulerian
4.599998,0.99302,dx/dt = 2*t*cos(t*t),eulerian
4.699998,0.37293,dx/dt = 2*t*cos(t*t),eulerian
4.799998,-0.56248,dx/dt = 2*t*cos(t*t),eulerian
4.8999977,-1.04112,dx/dt = 2*t*cos(t*t),eulerian
4.9999976,-0.61659,dx/dt = 2*t*cos(t*t),eulerian
5.0999975,0.37461,dx/dt = 2*t*cos(t*t),eulerian
5.1999974,1.02667,dx/dt = 2*t*cos(t*t),eulerian
5.2999973,0.68334,dx/dt = 2*t*cos(t*t),eulerian
5.399997,-0.35869,dx/dt = 2*t*cos(t*t),eulerian
5.499997,-1.04211,dx/dt = 2*t*cos(t*t),eulerian
5.599997,-0.60886,dx/dt = 2*t*cos(t*t),eulerian
5.699997,0.50939,dx/dt = 2*t*cos(t*t),eulerian
5.799997,1.05269,dx/dt = 2*t*cos(t*t),eulerian
5.8999968,0.34768,dx/dt = 2*t*cos(t*t),eulerian
5.9999967,-0.79492,dx/dt = 2*t*cos(t*t),eulerian
0.0,0.00000,dx/dt = 2*t*cos(t*t),minpoint
0.1,0.01000,dx/dt = 2*t*cos(t*t),minpoint
0.2,0.03999,dx/dt = 2*t*cos(t*t),minpoint
0.3,0.08989,dx/dt = 2*t*cos(t*t),minpoint
0.4,0.15937,dx/dt = 2*t*cos(t*t),minpoint
0.5,0.24753,dx/dt = 2*t*cos(t*t),minpoint
0.6,0.35254,dx/dt = 2*t*cos(t*t),minpoint
0.70000005,0.47111,dx/dt = 2*t*cos(t*t),minpoint
0.8000001,0.59799,dx/dt = 2*t*cos(t*t),minpoint
0.9000001,0.72552,dx/dt = 2*t*cos(t*t),minpoint
1.0000001,0.84325,dx/dt = 2*t*cos(t*t),minpoint
1.1000001,0.93804,dx/dt = 2*t*cos(t*t),minpoint
1.2000002,0.99456,dx/dt = 2*t*cos(t*t),minpoint
1.3000002,0.99664,dx/dt = 2*t*cos(t*t),minpoint
1.4000002,0.92939,dx/dt = 2*t*cos(t*t),minpoint
1.5000002,0.78236,dx/dt = 2*t*cos(t*t),minpoint
1.6000003,0.55325,dx/dt = 2*t*cos(t*t),minpoint
1.7000003,0.25181,dx/dt = 2*t*cos(t*t),minpoint
1.8000003,-0.09710,dx/dt = 2*t*cos(t*t),minpoint
1.9000003,-0.45260,dx/dt = 2*t*cos(t*t),minpoint
2.0000002,-0.76048,dx/dt = 2*t*cos(t*t),minpoint
2.1000001,-0.96059,dx/dt = 2*t*cos(t*t),minpoint
2.2,-0.99919,dx/dt = 2*t*cos(t*t),minpoint
2.3,-0.84484,dx/dt = 2*t*cos(t*t),minpoint
2.3999999,-0.50439,dx/dt = 2*t*cos(t*t),minpoint
2.4999998,-0.03356,dx/dt = 2*t*cos(t*t),minpoint
2.5999997,0.46422,dx/dt = 2*t*cos(t*t),minpoint
2.6999996,0.85585,dx/dt = 2*t*cos(t*t),minpoint
2.7999995,1.01391,dx/dt = 2*t*cos(t*t),minpoint
2.8999994,0.86269,dx/dt = 2*t*cos(t*t),minpoint
2.9999993,0.42001,dx/dt = 2*t*cos(t*t),minpoint
3.0999992,-0.18543,dx/dt = 2*t*cos(t*t),minpoint
3.199999,-0.73900,dx/dt = 2*t*cos(t*t),minpoint
3.299999,-1.01178,dx/dt = 2*t*cos(t*t),minpoint
3.399999,-0.86105,dx/dt = 2*t*cos(t*t),minpoint
3.4999988,-0.31760,dx/dt = 2*t*cos(t*t),minpoint
3.5999987,0.39194,dx/dt = 2*t*cos(t*t),minpoint
3.6999986,0.92302,dx/dt = 2*t*cos(t*t),minpoint
3.7999985,0.97897,dx/dt = 2*t*cos(t*t),minpoint
3.8999984,0.49162,dx/dt = 2*t*cos(t*t),minpoint
3.9999983,-0.29399,dx/dt = 2*t*cos(t*t),minpoint
4.0999985,-0.91636,dx/dt = 2*t*cos(t*t),minpoint
4.1999984,-0.96304,dx/dt = 2*t*cos(t*t),minpoint
4.2999983,-0.36300,dx/dt = 2*t*cos(t*t),minpoint
4.399998,0.50468,dx/dt = 2*t*cos(t*t),minpoint
4.499998,1.02026,dx/dt = 2*t*cos(t*t),minpoint
4.599998,0.76691,dx/dt = 2*t*cos(t*t),minpoint
4.699998,-0.10060,dx/dt = 2*t*cos(t*t),minpoint
4.799998,-0.89972,dx/dt = 2*t*cos(t*t),minpoint
4.8999977,-0.93799,dx/dt = 2*t*cos(t*t),minpoint
4.9999976,-0.13820,dx/dt = 2*t*cos(t*t),minpoint
5.0999975,0.80355,dx/dt = 2*t*cos(t*t),minpoint
5.1999974,0.98902,dx/dt = 2*t*cos(t*t),minpoint
5.2999973,0.19402,dx/dt = 2*t*cos(t*t),minpoint
5.399997,-0.81179,dx/dt = 2*t*cos(t*t),minpoint
5.499997,-0.96676,dx/dt = 2*t*cos(t*t),minpoint
5.599997,-0.05915,dx/dt = 2*t*cos(t*t),minpoint
5.699997,0.92895,dx/dt = 2*t*cos(t*t),minpoint
5.799997,0.84193,dx/dt = 2*t*cos(t*t),minpoint
5.8999968,-0.26301,dx/dt = 2*t*cos(t*t),minpoint
5.9999967,-1.05290,dx/dt = 2*t*cos(t*t),minpoint
0.0,0.00000,dx/dt = 2*t*cos(t*t),rk4
0.1,0.01000,dx/dt = 2*t*cos(t*t),rk4
0.2,0.03999,dx/dt = 2*t*cos(t*t),rk4
0.3,0.08988,dx/dt = 2*t*cos(t*t),rk4
0.4,0.15932,dx/dt = 2*t*cos(t*t),rk4
0.5,0.24740,dx/dt = 2*t*cos(t*t),rk4
0.6,0.35227,dx/dt = 2*t*cos(t*t),rk4
0.70000005,0.47063,dx/dt = 2*t*cos(t*t),rk4
0.8000001,0.59719,dx/dt = 2*t*cos(t*t),rk4
0.9000001,0.72429,dx/dt = 2*t*cos(t*t),rk4
1.0000001,0.84147,dx/dt = 2*t*cos(t*t),rk4
1.1000001,0.93562,dx/dt = 2*t*cos(t*t),rk4
1.2000002,0.99146,dx/dt = 2*t*cos(t*t),rk4
1.3000002,0.99290,dx/dt = 2*t*cos(t*t),rk4
1.4000002,0.92521,dx/dt = 2*t*cos(t*t),rk4
1.5000002,0.77808,dx/dt = 2*t*cos(t*t),rk4
1.6000003,0.54936,dx/dt = 2*t*cos(t*t),rk4
1.7000003,0.24895,dx/dt = 2*t*cos(t*t),rk4
1.8000003,-0.09824,dx/dt = 2*t*cos(t*t),rk4
1.9000003,-0.45146,dx/dt = 2*t*cos(t*t),rk4
2.0000002,-0.75681,dx/dt = 2*t*cos(t*t),rk4
2.1000001,-0.95464,dx/dt = 2*t*cos(t*t),rk4
2.2,-0.99188,dx/dt = 2*t*cos(t*t),rk4
2.3,-0.83779,dx/dt = 2*t*cos(t*t),rk4
2.3999999,-0.49966,dx/dt = 2*t*cos(t*t),rk4
2.4999998,-0.03319,dx/dt = 2*t*cos(t*t),rk4
2.5999997,0.45895,dx/dt = 2*t*cos(t*t),rk4
2.6999996,0.84515,dx/dt = 2*t*cos(t*t),rk4
2.7999995,0.99994,dx/dt = 2*t*cos(t*t),rk4
2.8999994,0.84941,dx/dt = 2*t*cos(t*t),rk4
2.9999993,0.41216,dx/dt = 2*t*cos(t*t),rk4
3.0999992,-0.18415,dx/dt = 2*t*cos(t*t),rk4
3.199999,-0.72790,dx/dt = 2*t*cos(t*t),rk4
3.299999,-0.99450,dx/dt = 2*t*cos(t*t),rk4
3.399999,-0.84497,dx/dt = 2*t*cos(t*t),rk4
3.4999988,-0.31117,dx/dt = 2*t*cos(t*t),rk4
3.5999987,0.38355,dx/dt = 2*t*cos(t*t),rk4
3.6999986,0.90176,dx/dt = 2*t*cos(t*t),rk4
3.7999985,0.95462,dx/dt = 2*t*cos(t*t),rk4
3.8999984,0.47773,dx/dt = 2*t*cos(t*t),rk4
3.9999983,-0.28790,dx/dt = 2*t*cos(t*t),rk4
4.0999985,-0.89225,dx/dt = 2*t*cos(t*t),rk4
4.1999984,-0.93564,dx/dt = 2*t*cos(t*t),rk4
4.2999983,-0.35197,dx/dt = 2*t*cos(t*t),rk4
4.399998,0.48863,dx/dt = 2*t*cos(t*t),rk4
4.499998,0.98575,dx/dt = 2*t*cos(t*t),rk4
4.599998,0.73893,dx/dt = 2*t*cos(t*t),rk4
4.699998,-0.09866,dx/dt = 2*t*cos(t*t),rk4
4.799998,-0.86708,dx/dt = 2*t*cos(t*t),rk4
4.8999977,-0.90161,dx/dt = 2*t*cos(t*t),rk4
4.9999976,-0.13246,dx/dt = 2*t*cos(t*t),rk4
5.0999975,0.76925,dx/dt = 2*t*cos(t*t),rk4
5.1999974,0.94435,dx/dt = 2*t*cos(t*t),rk4
5.2999973,0.18345,dx/dt = 2*t*cos(t*t),rk4
5.399997,-0.77466,dx/dt = 2*t*cos(t*t),rk4
5.499997,-0.91967,dx/dt = 2*t*cos(t*t),rk4
5.599997,-0.05601,dx/dt = 2*t*cos(t*t),rk4
5.699997,0.87965,dx/dt = 2*t*cos(t*t),rk4
5.799997,0.79468,dx/dt = 2*t*cos(t*t),rk4
5.8999968,-0.24988,dx/dt = 2*t*cos(t*t),rk4
5.9999967,-0.99251,dx/dt = 2*t*cos(t*t),rk4
0.0,0.00000,dx/dt = 2*t*cos(t*t),heun
0.1,0.01000,dx/dt = 2*t*cos(t*t),heun
0.2,0.03998,dx/dt = 2*t*cos(t*t),heun
0.3,0.08985,dx/dt = 2*t*cos(t*t),heun
0.4,0.15921,dx/dt = 2*t*cos(t*t),heun
0.5,0.24715,dx/dt = 2*t*cos(t*t),heun
0.6,0.35175,dx/dt = 2*t*cos(t*t),heun
0.70000005,0.46966,dx/dt = 2*t*cos(t*t),heun
0.8000001,0.59560,dx/dt = 2*t*cos(t*t),heun
0.9000001,0.72182,dx/dt = 2*t*cos(t*t),heun
1.0000001,0.83790,dx/dt = 2*t*cos(t*t),heun
1.1000001,0.93077,dx/dt = 2*t*cos(t*t),heun
1.2000002,0.98525,dx/dt = 2*t*cos(t*t),heun
1.3000002,0.98544,dx/dt = 2*t*cos(t*t),heun
1.4000002,0.91686,dx/dt = 2*t*cos(t*t),heun
1.5000002,0.76951,dx/dt = 2*t*cos(t*t),heun
1.6000003,0.54159,dx/dt = 2*t*cos(t*t),heun
1.7000003,0.24324,dx/dt = 2*t*cos(t*t),heun
1.8000003,-0.10053,dx/dt = 2*t*cos(t*t),heun
1.9000003,-0.44920,dx/dt = 2*t*cos(t*t),heun
2.0000002,-0.74946,dx/dt = 2*t*cos(t*t),heun
2.1000001,-0.94273,dx/dt = 2*t*cos(t*t),heun
2.2,-0.97727,dx/dt = 2*t*cos(t*t),heun
2.3,-0.82368,dx/dt = 2*t*cos(t*t),heun
2.3999999,-0.49020,dx/dt = 2*t*cos(t*t),heun
2.4999998,-0.03244,dx/dt = 2*t*cos(t*t),heun
2.5999997,0.44842,dx/dt = 2*t*cos(t*t),heun
2.6999996,0.82375,dx/dt = 2*t*cos(t*t),heun
2.7999995,0.97199,dx/dt = 2*t*cos(t*t),heun
2.8999994,0.82285,dx/dt = 2*t*cos(t*t),heun
2.9999993,0.39644,dx/dt = 2*t*cos(t*t),heun
3.0999992,-0.18159,dx/dt = 2*t*cos(t*t),heun
3.199999,-0.70572,dx/dt = 2*t*cos(t*t),heun
3.299999,-0.95992,dx/dt = 2*t*cos(t*t),heun
3.399999,-0.81282,dx/dt = 2*t*cos(t*t),heun
3.4999988,-0.29832,dx/dt = 2*t*cos(t*t),heun
3.5999987,0.36678,dx/dt = 2*t*cos(t*t),heun
3.6999986,0.85924,dx/dt = 2*t*cos(t*t),heun
3.7999985,0.90592,dx/dt = 2*t*cos(t*t),heun
3.8999984,0.44996,dx/dt = 2*t*cos(t*t),heun
3.9999983,-0.27574,dx/dt = 2*t*cos(t*t),heun
4.0999985,-0.84404,dx/dt = 2*t*cos(t*t),heun
4.1999984,-0.88084,dx/dt = 2*t*cos(t*t),heun
4.2999983,-0.32990,dx/dt = 2*t*cos(t*t),heun
4.399998,0.45652,dx/dt = 2*t*cos(t*t),heun
4.499998,0.91673,dx/dt = 2*t*cos(t*t),heun
4.599998,0.68298,dx/dt = 2*t*cos(t*t),heun
4.699998,-0.09477,dx/dt = 2*t*cos(t*t),heun
4.799998,-0.80180,dx/dt = 2*t*cos(t*t),heun
4.8999977,-0.82886,dx/dt = 2*t*cos(t*t),heun
4.9999976,-0.12099,dx/dt = 2*t*cos(t*t),heun
5.0999975,0.70064,dx/dt = 2*t*cos(t*t),heun
5.1999974,0.85501,dx/dt = 2*t*cos(t*t),heun
5.2999973,0.16233,dx/dt = 2*t*cos(t*t),heun
5.399997,-0.70040,dx/dt = 2*t*cos(t*t),heun
5.499997,-0.82548,dx/dt = 2*t*cos(t*t),heun
5.599997,-0.04973,dx/dt = 2*t*cos(t*t),heun
5.699997,0.78104,dx/dt = 2*t*cos(t*t),heun
5.799997,0.70019,dx/dt = 2*t*cos(t*t),heun
5.8999968,-0.22362,dx/dt = 2*t*cos(t*t),heun
5.9999967,-0.87172,dx/dt = 2*t*cos(t*t),heun
